failure_taxonomy_id,source_table,benchmark_row_id,dataset_id,task_id,method_id,route_label,failure_class,failure_reason,evidence_pointer,claim_downgrade,artifact_registry_ids,severity,split_id,seed,control_level
ft_587f3697576e,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed2:null_no_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,distant_neighbor_control_model,context_allowed,fov_or_sample_artifact,Method treats confounded or null synthetic structure as neighbor-context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed2:null_no_context_signal,no_spatial_neighbor_claim_without_controls,cp_q3_positive_null_ladder,medium,unit_hash_split,2,null_no_context_signal
ft_9d2c2fabc3a8,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed2:null_no_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,random_neighbor_control_model,context_allowed,fov_or_sample_artifact,Method treats confounded or null synthetic structure as neighbor-context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed2:null_no_context_signal,no_spatial_neighbor_claim_without_controls,cp_q3_positive_null_ladder,medium,unit_hash_split,2,null_no_context_signal
ft_d0032280032a,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed0:localized_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,coordinate_shuffled_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed0:localized_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,0,localized_context_signal
ft_f7b497a45340,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed0:localized_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,distant_neighbor_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed0:localized_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,0,localized_context_signal
ft_313878216c55,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed0:localized_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,expression_only_linear,expression_only,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed0:localized_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,0,localized_context_signal
ft_ca30cb27112f,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed0:localized_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,random_neighbor_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed0:localized_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,0,localized_context_signal
ft_59b21f32f293,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed0:strong_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,coordinate_shuffled_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed0:strong_injected_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,0,strong_injected_context_signal
ft_46dc384b238b,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed0:strong_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,distant_neighbor_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed0:strong_injected_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,0,strong_injected_context_signal
ft_0b3b70bb135b,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed0:strong_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,expression_only_linear,expression_only,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed0:strong_injected_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,0,strong_injected_context_signal
ft_cb6cbc990cdc,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed0:strong_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,random_neighbor_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed0:strong_injected_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,0,strong_injected_context_signal
ft_6cc601d06ed5,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed0:weak_or_noisy_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,coordinate_shuffled_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed0:weak_or_noisy_injected_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,0,weak_or_noisy_injected_context_signal
ft_8894cf13550c,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed0:weak_or_noisy_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,distant_neighbor_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed0:weak_or_noisy_injected_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,0,weak_or_noisy_injected_context_signal
ft_1765566b2a84,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed0:weak_or_noisy_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,expression_only_linear,expression_only,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed0:weak_or_noisy_injected_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,0,weak_or_noisy_injected_context_signal
ft_167e46b293e7,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed0:weak_or_noisy_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,random_neighbor_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed0:weak_or_noisy_injected_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,0,weak_or_noisy_injected_context_signal
ft_707839fbfc90,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed0:weak_or_noisy_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,spatial_statistics_heuristic,abstain_uncertain,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed0:weak_or_noisy_injected_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,0,weak_or_noisy_injected_context_signal
ft_6a6c334e24be,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:localized_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,coordinate_shuffled_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:localized_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,1,localized_context_signal
ft_c982ff8937cd,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:localized_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,distant_neighbor_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:localized_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,1,localized_context_signal
ft_58c6da779308,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:localized_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,expression_only_linear,expression_only,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:localized_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,1,localized_context_signal
ft_164b43e72ea1,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:localized_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,random_neighbor_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:localized_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,1,localized_context_signal
ft_59e2d6ecfd73,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:strong_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,coordinate_shuffled_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:strong_injected_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,1,strong_injected_context_signal
ft_c555b4b729c1,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:strong_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,distant_neighbor_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:strong_injected_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,1,strong_injected_context_signal
ft_2902e1060f61,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:strong_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,expression_only_linear,expression_only,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:strong_injected_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,1,strong_injected_context_signal
ft_c4a4204e2fc9,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:strong_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,random_neighbor_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:strong_injected_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,1,strong_injected_context_signal
ft_b48b6da30c07,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:weak_or_noisy_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,coordinate_shuffled_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:weak_or_noisy_injected_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,1,weak_or_noisy_injected_context_signal
ft_adb56812c8d1,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:weak_or_noisy_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,distant_neighbor_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:weak_or_noisy_injected_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,1,weak_or_noisy_injected_context_signal
ft_72faa13d09de,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:weak_or_noisy_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,expression_only_linear,expression_only,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:weak_or_noisy_injected_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,1,weak_or_noisy_injected_context_signal
ft_bdc86b1f4699,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:weak_or_noisy_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,random_neighbor_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:weak_or_noisy_injected_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,1,weak_or_noisy_injected_context_signal
ft_1b70a1507d37,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:weak_or_noisy_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,spatial_statistics_heuristic,abstain_uncertain,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:weak_or_noisy_injected_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,1,weak_or_noisy_injected_context_signal
ft_d54f3277da23,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:localized_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,coordinate_shuffled_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:localized_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,2,localized_context_signal
ft_2497c047cd7b,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:localized_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,distant_neighbor_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:localized_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,2,localized_context_signal
ft_cc659cb58d1e,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:localized_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,expression_only_linear,expression_only,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:localized_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,2,localized_context_signal
ft_ef12d15b6690,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:localized_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,random_neighbor_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:localized_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,2,localized_context_signal
ft_8ab57911a5cd,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:strong_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,coordinate_shuffled_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:strong_injected_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,2,strong_injected_context_signal
ft_88c4082e9171,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:strong_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,distant_neighbor_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:strong_injected_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,2,strong_injected_context_signal
ft_589b606ac8f0,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:strong_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,expression_only_linear,expression_only,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:strong_injected_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,2,strong_injected_context_signal
ft_deaddcb7f3b3,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:strong_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,random_neighbor_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:strong_injected_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,2,strong_injected_context_signal
ft_ba68aff20467,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:weak_or_noisy_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,coordinate_shuffled_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:weak_or_noisy_injected_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,2,weak_or_noisy_injected_context_signal
ft_ffdc11177cde,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:weak_or_noisy_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,distant_neighbor_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:weak_or_noisy_injected_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,2,weak_or_noisy_injected_context_signal
ft_0050f4b3ec13,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:weak_or_noisy_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,expression_only_linear,expression_only,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:weak_or_noisy_injected_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,2,weak_or_noisy_injected_context_signal
ft_5f515bdd18c1,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:weak_or_noisy_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,random_neighbor_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:weak_or_noisy_injected_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,2,weak_or_noisy_injected_context_signal
ft_f48c16dc1729,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:weak_or_noisy_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,spatial_statistics_heuristic,abstain_uncertain,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:weak_or_noisy_injected_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,fov_holdout,2,weak_or_noisy_injected_context_signal
ft_07be66d58b92,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:localized_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,coordinate_shuffled_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:localized_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,unit_hash_split,0,localized_context_signal
ft_6f28f4c6fdc4,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:localized_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,distant_neighbor_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:localized_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,unit_hash_split,0,localized_context_signal
ft_079d8cad04c5,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:localized_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,expression_only_linear,expression_only,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:localized_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,unit_hash_split,0,localized_context_signal
ft_234290d90de4,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:localized_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,random_neighbor_control_model,context_allowed,insufficient_power,Method did not recover a positive synthetic context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:localized_context_signal,abstain_until_more_power_or_replicates,cp_q3_positive_null_ladder,medium,unit_hash_split,0,localized_context_signal
