benchmark_run_id,ladder_case_id,dataset_id,platform,cancer_or_tissue_context,split_id,seed,task_id,synthetic_status,claim_scope,control_level,level_order,injected_signal_strength,noise_fraction,prevalence,localization_scope,expected_route,expected_context_positive,missing_panel_dropout,fov_or_sample_confounded,description,effective_signal_strength,artifact_registry_ids
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:unit_hash_split:seed0:strong_injected_context_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,unit_hash_split,0,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,strong_injected_context_signal,1,1.0,0.02,0.8,global,positive_control_only,True,False,False,Strong synthetic true-neighbor signal.,1.0,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:unit_hash_split:seed0:weak_or_noisy_injected_context_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,unit_hash_split,0,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,weak_or_noisy_injected_context_signal,2,0.55,0.25,0.45,global,positive_control_only,True,False,False,Moderate synthetic signal with noise.,0.5645199443573412,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:unit_hash_split:seed0:localized_context_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,unit_hash_split,0,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,localized_context_signal,3,0.75,0.12,0.3,fov_or_celltype_subset,positive_control_only,True,False,False,Synthetic signal restricted to a local stratum.,0.7576621258649189,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:unit_hash_split:seed0:missing_panel_or_target_dropout_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,unit_hash_split,0,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,missing_panel_or_target_dropout_signal,4,0.85,0.1,0.6,global_but_unobservable,abstain_uncertain,False,True,False,Signal source exists but target/panel evidence is dropped.,0.8505847371557226,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:unit_hash_split:seed0:fov_or_sample_confounded_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,unit_hash_split,0,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,fov_or_sample_confounded_signal,5,0.9,0.04,0.7,fov_or_sample_confound,abstain_uncertain,False,False,True,Synthetic signal follows FOV/sample rather than neighbors.,0.9149814518482847,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:unit_hash_split:seed1:null_no_context_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,unit_hash_split,1,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,null_no_context_signal,0,0.0,0.0,0.0,none,expression_only,False,False,False,No injected neighbor-context signal.,0.0026834177744303406,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:unit_hash_split:seed1:strong_injected_context_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,unit_hash_split,1,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,strong_injected_context_signal,1,1.0,0.02,0.8,global,positive_control_only,True,False,False,Strong synthetic true-neighbor signal.,1.0,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:unit_hash_split:seed1:weak_or_noisy_injected_context_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,unit_hash_split,1,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,weak_or_noisy_injected_context_signal,2,0.55,0.25,0.45,global,positive_control_only,True,False,False,Moderate synthetic signal with noise.,0.5660503907119973,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:unit_hash_split:seed1:localized_context_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,unit_hash_split,1,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,localized_context_signal,3,0.75,0.12,0.3,fov_or_celltype_subset,positive_control_only,True,False,False,Synthetic signal restricted to a local stratum.,0.7570084770272971,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:unit_hash_split:seed1:missing_panel_or_target_dropout_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,unit_hash_split,1,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,missing_panel_or_target_dropout_signal,4,0.85,0.1,0.6,global_but_unobservable,abstain_uncertain,False,True,False,Signal source exists but target/panel evidence is dropped.,0.8579215290508981,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:unit_hash_split:seed1:fov_or_sample_confounded_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,unit_hash_split,1,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,fov_or_sample_confounded_signal,5,0.9,0.04,0.7,fov_or_sample_confound,abstain_uncertain,False,False,True,Synthetic signal follows FOV/sample rather than neighbors.,0.9199997404124587,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:unit_hash_split:seed2:null_no_context_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,unit_hash_split,2,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,null_no_context_signal,0,0.0,0.0,0.0,none,expression_only,False,False,False,No injected neighbor-context signal.,0.012920324153481128,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:unit_hash_split:seed2:strong_injected_context_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,unit_hash_split,2,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,strong_injected_context_signal,1,1.0,0.02,0.8,global,positive_control_only,True,False,False,Strong synthetic true-neighbor signal.,1.0,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:unit_hash_split:seed2:weak_or_noisy_injected_context_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,unit_hash_split,2,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,weak_or_noisy_injected_context_signal,2,0.55,0.25,0.45,global,positive_control_only,True,False,False,Moderate synthetic signal with noise.,0.5691231076184482,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:unit_hash_split:seed2:localized_context_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,unit_hash_split,2,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,localized_context_signal,3,0.75,0.12,0.3,fov_or_celltype_subset,positive_control_only,True,False,False,Synthetic signal restricted to a local stratum.,0.757160680705486,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:unit_hash_split:seed2:missing_panel_or_target_dropout_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,unit_hash_split,2,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,missing_panel_or_target_dropout_signal,4,0.85,0.1,0.6,global_but_unobservable,abstain_uncertain,False,True,False,Signal source exists but target/panel evidence is dropped.,0.8684151940323448,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:unit_hash_split:seed2:fov_or_sample_confounded_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,unit_hash_split,2,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,fov_or_sample_confounded_signal,5,0.9,0.04,0.7,fov_or_sample_confound,abstain_uncertain,False,False,True,Synthetic signal follows FOV/sample rather than neighbors.,0.9009398542346758,cp_q3_positive_null_ladder
